Old Order Id,What is wrong,Magento Sku/eCodes_ID,gp_sku/product_sk,
 1009114-71987958,gpsku empty,IC-P-1996-000002,8700S96,
 1009115-11910232,gpsku empty,IC-P-2006-000001,8700S06,
 1014376-78688044,gpsku empty,IC-P-2009-000003,8740S09,
 1020110-94662306,gpsku empty,IC-P-1995-000002,8780S95,
 1020122-20733530,gpsku empty,IC-P-2009-000019,8705S09,
 1020124-41104845,gpsku empty,IC-P-2009-000002,8710S09,
 1030220-89876753,gpsku empty,NY-P-2010-000010,8705SNY10,
 1030230-94703581,gpsku empty,NY-P-2010-000009,8780SNY10,
1000233,gpsku empty,IC-P-2000-000001,8700S00,
 1002735-57094734,gpsku empty,IC-P-2000-000001,8700S00,
 1009124-53357267,gpsku empty,NY-P-2007-000002,8700SNY07,
 1020129-67599555,gpsku empty,IC-P-2009-000003,8740S09,
 1030264-32654404,gpsku empty,NY-P-2007-000008,8780SNY07,
 1030265-27963464,gpsku empty,NY-P-2010-000001,8700SNY10,
 1030287-31772186,gpsku empty,IC-P-2009-000014,8780S09,
1000234,gpsku empty,IC-P-2003-000013,8798S03,
 1009137-76967662,gpsku empty,IC-P-2000-000003,8740S00,
 1009136-99739748,gpsku empty,IC-P-1995-000002,8780S95,
 1020163-16077716,gpsku empty,IC-P-1999-000001,8700S99,
 1020159-75570809,gpsku empty,IC-P-2009-000001,8700S09,
 1020164-26286077,gpsku empty,IC-P-2009-000001,8700S09,
 1030332-46952150,gpsku empty,IC-P-1996-000004,8750S96,
 1030319-83946727,gpsku empty,IC-P-2009-000004,8720S09,
 1014410-71319253,gpsku empty,OH-P-2005-000004,8705SOH07,
 1014427-49781000,gpsku empty,NY-P-2007-000008,8780SNY07,
 1014417-45426820,gpsku empty,IC-P-2009-000019,8705S09,
 1014423-11049015,gpsku empty,IC-P-2006-000019,8705S06,
 1014422-20890187,gpsku empty,NY-P-2007-000013,8705SNY07,
 1014418-44140940,gpsku empty,IC-P-2009-000002,8710S09,
 1020174-59530680,gpsku empty,OH-P-2005-000004,8705SOH07,
 1020191-31758046,gpsku empty,IC-P-2009-000005,8730S09,
 1020188-15323876,gpsku empty,IC-P-2006-000005,8730S06,
1000235,gpsku empty,IC-P-2003-000007,8760S03,
 1002769-36168000,gpsku empty,NC-P-2002-000011,8710SNC02,
 1002763-51640715,gpsku empty,IC-P-2006-000019,8705S06,
 1005959-19318941,gpsku empty,MI-P-2003-000004,8720SMI03,
 1005958-19318941,gpsku empty,MI-P-2003-000012,8755SMI03,
 1009156-39251457,gpsku empty,IC-P-1995-000001,8710S95,
 1014429-85327399,gpsku empty,IC-P-2009-000019,8705S09,
 1030348-14258269,gpsku empty,OH-P-2005-000004,8705SOH07,
1000236,gpsku empty,IC-P-2000-000004,8720S00,
 1002775-98571492,gpsku empty,IC-P-2006-000019,8705S06,
 1005962-51274991,gpsku empty,IC-P-2006-000019,8705S06,
 1009172-18243382,gpsku empty,IC-P-2006-000013,8798S06,
 1009168-28409394,gpsku empty,CA-P-2007-000008,8705SCA07,
 1030378-44082513,gpsku empty,IC-P-2009-000002,8710S09,
 1030365-15273515,gpsku empty,IC-P-2009-000003,8740S09,
 1030361-21799214,gpsku empty,IC-P-2009-000014,8780S09,
 1030374-91185333,gpsku empty,IC-P-2006-000002,8710S06,
1000238,gpsku empty,IC-P-2003-000013,8798S03,
1000237,gpsku empty,IC-P-2003-000015,8722S98,
 1002791-73262340,gpsku empty,NC-P-2002-000010,8720SNC02,
 1005973-20333223,gpsku empty,SS-P-1999-000001,8744S99,
 1005968-51835859,gpsku empty,IC-P-2006-000019,8705S06,
 1005972-59318945,gpsku empty,IC-P-2006-000019,8705S06,
 1030437-92871718,gpsku empty,CA-P-2010-000007,8700SCA10,
 1030434-78727747,gpsku empty,CC-P-2009-000002,871S09,
1000240,gpsku empty,IC-P-2003-000003,8740S03,
1000239,gpsku empty,IC-P-2003-000006,8755S03,
 1002810-15241879,gpsku empty,SC-P-2003-000002,8710SSC06,
 1014461-44508444,gpsku empty,IC-P-2009-000019,8705S09,
 1020228-65453860,gpsku empty,IC-P-2009-000019,8705S09,
 1020231-10380638,gpsku empty,IC-P-2009-000019,8705S09,
 1030483-55750114,gpsku empty,CC-P-2009-000001,870P09,
1000241,gpsku empty,IC-P-2000-000005,8730S00,
 1002820-89463156,gpsku empty,IC-P-2006-000002,8710S06,
 1002814-45721371,gpsku empty,IC-P-2000-000001,8700S00,
 1009204-77782891,gpsku empty,IC-P-1996-000003,8740S96,
 1009198-36195189,gpsku empty,IC-P-1996-000002,8700S96,
 1009194-87221619,gpsku empty,IC-P-2006-000019,8705S06,
 1014489-40992911,gpsku empty,IC-P-2003-000015,8722S98,
 1020267-69681966,gpsku empty,IC-P-2006-000001,8700S06,
 1020246-32712500,gpsku empty,IC-P-2009-000016,8706S09,
 1020255-74448032,gpsku empty,IC-P-2009-000016,8706S09,
 1005987-51616221,gpsku empty,FL-P-2004-000002,8710SFL04,
 1014507-13134857,gpsku empty,IC-P-2006-000019,8705S06,
 1014504-24045032,gpsku empty,IC-P-2006-000019,8705S06,
 1014527-20932901,gpsku empty,IC-P-2006-000019,8705S06,
 1014522-66691318,gpsku empty,IC-P-2009-000014,8780S09,
 1014529-54147108,gpsku empty,IC-P-2006-000019,8705S06,
1000242,gpsku empty,IC-P-2003-000002,8710S03,
1000243,gpsku empty,IC-P-2003-000002,8710S03,
1000244,gpsku empty,IC-P-2003-000002,8710S03,
 1006022-29294690,gpsku empty,IC-P-2003-000016,8722S03,
 1009231-94905466,gpsku empty,IC-P-2003-000010,8750S03,
 1009226-25724846,gpsku empty,IC-P-2006-000019,8705S06,
 1009228-41673216,gpsku empty,CA-P-2007-000009,8708SCA07,
 1030638-64879743,gpsku empty,IC-P-2009-000019,8705S09,
 1030639-26828770,gpsku empty,IC-P-2009-000001,8700S09,
 1030620-99120051,gpsku empty,IC-P-2009-000025,8722S09,
 1030615-79347869,gpsku empty,IC-P-2009-000001,8700S09,
 1002855-27544562,gpsku empty,MI-P-2003-000003,8730SMI03,
 1002857-74952561,gpsku empty,IC-P-1996-000002,8700S96,
 1002849-77721956,gpsku empty,IC-P-1995-000002,8780S95,
 1031086-89145050,gpsku empty,IC-P-2006-000003,8740S06,
1000245,gpsku empty,IC-P-2000-000004,8720S00,
1000246,gpsku empty,IC-P-2003-000001,8700S03,
 1002863-70199771,gpsku empty,IC-P-2006-000019,8705S06,
 1006043-56422389,gpsku empty,FL-P-2004-000011,8705SFL04,
 1006039-17121977,gpsku empty,IC-P-2006-000004,8720S06,
 1009236-85489196,gpsku empty,IC-P-2003-000010,8750S03,
 1020323-85769796,gpsku empty,IC-P-2009-000019,8705S09,
 1020317-97908959,gpsku empty,IC-P-2009-000001,8700S09,
 1031147-76038424,gpsku empty,IC-P-1996-000004,8750S96,
1000247,gpsku empty,IC-P-2003-000001,8700S03,
1000249,gpsku empty,IC-P-2003-000003,8740S03,
1000248,gpsku empty,IC-P-2003-000006,8755S03,
 1009245-70952852,gpsku empty,IC-P-2003-000001,8700S03,
 1014594-78910049,gpsku empty,IC-P-2009-000019,8705S09,
 1014602-29633372,gpsku empty,IC-P-2009-000001,8700S09,
 1014592-67658864,gpsku empty,IC-P-2009-000003,8740S09,
 1014601-29633372,gpsku empty,IC-P-2009-000001,8700S09,
 1020334-33317549,gpsku empty,IC-P-1996-000001,8730S96,
 1020336-33844196,gpsku empty,IC-P-2006-000019,8705S06,
 1031160-80040830,gpsku empty,NY-P-2010-000010,8705SNY10,
 1031164-76566780,gpsku empty,CC-P-2009-000010,8709S09,
1000251,gpsku empty,IC-P-2003-000015,8722S98,
1000250,gpsku empty,IC-P-2000-000001,8700S00,
 1009255-41317715,gpsku empty,IC-P-2006-000019,8705S06,
 1014606-80622332,gpsku empty,IC-P-2009-000010,8750S09,
 1020355-38387641,gpsku empty,IC-P-2009-000002,8710S09,
 1020353-11413734,gpsku empty,IC-P-2009-000003,8740S09,
 1020358-21533423,gpsku empty,IC-P-2009-000001,8700S09,
 1020363-43302203,gpsku empty,IC-P-2009-000002,8710S09,
 1020357-81568825,gpsku empty,IC-P-2009-000002,8710S09,
 1031196-82915420,gpsku empty,IC-P-2009-000014,8780S09,
 1031210-25386433,gpsku empty,IC-P-1995-000001,8710S95,
 1031213-81096524,gpsku empty,IC-P-2009-000003,8740S09,
 1006066-91182565,gpsku empty,IC-P-2006-000003,8740S06,
 1006063-18886988,gpsku empty,IC-P-2006-000019,8705S06,
 1006064-18886988,gpsku empty,IC-P-2006-000019,8705S06,
 1020378-27783042,gpsku empty,IC-P-2009-000002,8710S09,
 1002890-21649344,gpsku empty,IC-P-2006-000019,8705S06,
 1002884-57154912,gpsku empty,IC-P-2006-000016,8706S06,
 1002885-28343319,gpsku empty,IC-P-2006-000017,8707S06,
 1002886-78777357,gpsku empty,IC-P-2006-00018,8708S06,
 1002889-21649344,gpsku empty,IC-P-2006-000019,8705S06,
 1006071-64049731,gpsku empty,IC-P-2006-000004,8720S06,
 1009274-60159664,gpsku empty,IC-P-1999-000001,8700S99,
 1009263-97173334,gpsku empty,IC-P-2003-000017,8705S03,
 1009264-80363261,gpsku empty,IC-P-2006-000019,8705S06,
 1009268-32931746,gpsku empty,IC-P-2003-000016,8722S03,
 1014642-78910049,gpsku empty,IC-P-2009-000019,8705S09,
 1002900-87085214,gpsku empty,OH-P-2005-000001,8700SOH07,
 1006077-78063949,gpsku empty,IC-P-2006-000002,8710S06,
 1031246-22412562,gpsku empty,IC-P-1996-000002,8700S96,
 1031249-40831990,gpsku empty,CC-P-2009-000005,872S09,
 1031276-40149684,gpsku empty,IC-P-2009-000010,8750S09,
1000252,gpsku empty,IC-P-2003-000013,8798S03,
1000253,gpsku empty,IC-P-2003-000014,8780S03,
 1020421-83568553,gpsku empty,IC-P-2006-000019,8705S06,
 1020436-23739229,gpsku empty,NY-P-2007-000014,8706SCA07,
 1031297-36771581,gpsku empty,OH-P-2005-000004,8705SOH07,
 1031369-56023038,gpsku empty,IC-P-2009-000001,8700S09,
 1002932-43417201,gpsku empty,IC-P-2006-000001,8700S06,
 1002936-33807189,gpsku empty,IC-P-2006-000019,8705S06,
 1002935-25150883,gpsku empty,IC-P-2006-000019,8705S06,
 1006096-98309513,gpsku empty,IC-P-1995-000001,8710S95,
 1014658-48247097,gpsku empty,IC-P-2006-000003,8740S06,
 1020460-69408909,gpsku empty,NY-P-2007-000009,8755SNY07,
 1002956-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002960-97934401,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002944-97469857,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002947-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002953-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002952-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002950-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002945-97469857,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002943-97469857,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002948-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002958-97934401,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002951-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002955-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002961-97934401,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002962-97934401,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002949-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002954-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002963-97934401,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002957-34992757,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002959-97934401,gpsku empty,OH-P-2005-000004,8705SOH07,
 1006106-34384425,gpsku empty,IC-P-2003-000002,8710S03,
 1014692-10130718,gpsku empty,CA-P-2007-000008,8705SCA07,
 1020473-77941944,gpsku empty,NY-P-2007-000002,8700SNY07,
 1020465-35022339,gpsku empty,IC-P-2006-000001,8700S06,
1000257,gpsku empty,IC-P-2003-000004,8720S03,
1000255,gpsku empty,IC-P-2003-000002,8710S03,
 1006113-43910310,gpsku empty,IC-P-2003-000016,8722S03,
 1009308-17121977,gpsku empty,IC-P-2003-000001,8700S03,
 1009313-90463829,gpsku empty,NY-P-2007-000013,8705SNY07,
 1014698-98417593,gpsku empty,IC-P-2009-000005,8730S09,
 1014701-98417593,gpsku empty,IC-P-2009-000007,8760S09,
 1014700-98417593,gpsku empty,IC-P-2009-000004,8720S09,
 1014707-61119947,gpsku empty,IC-P-2009-000007,8760S09,
 1014705-26224615,gpsku empty,IC-P-2009-000007,8760S09,
 1014703-94116570,gpsku empty,IC-P-2009-000007,8760S09,
 1031471-84826542,gpsku empty,IC-P-2006-000003,8740S06,
 1009316-69274670,gpsku empty,IC-P-2003-000002,8710S03,
 1009319-72273414,gpsku empty,IC-P-2006-000001,8700S06,
 1009320-42606695,gpsku empty,IC-P-2006-000002,8710S06,
 1002970-8942990,gpsku empty,IC-P-1996-000002,8700S96,
 1009326-57193631,gpsku empty,IC-P-2006-000016,8706S06,
 1014755-89364215,gpsku empty,IC-P-1996-000002,8700S96,
 1014751-77100559,gpsku empty,IC-P-1996-000002,8700S96,
1000259,gpsku empty,IC-P-2003-000001,8700S03,
1000258,gpsku empty,IC-P-2003-000002,8710S03,
 1002975-26511155,gpsku empty,SC-P-2003-000001,8700SSC03,
 1006137-37416182,gpsku empty,IC-P-1995-000001,8710S95,
 1009341-46215659,gpsku empty,IC-P-2003-000002,8710S03,
 1031558-60565472,gpsku empty,IC-P-1995-000001,8710S95,
1000260,gpsku empty,IC-P-2003-000002,8710S03,
 1006151-80250004,gpsku empty,IC-P-2006-000019,8705S06,
 1006141-17499306,gpsku empty,IC-P-2006-000005,8730S06,
 1014760-71617070,gpsku empty,IC-P-2009-000002,8710S09,
1000261,gpsku empty,IC-P-2003-000001,8700S03,
 1006161-58211695,gpsku empty,IC-P-2003-000016,8722S03,
 1014777-75582939,gpsku empty,IC-P-2009-000001,8700S09,
 1014770-74730224,gpsku empty,IC-P-2003-000015,8722S98,
 1014764-38433051,gpsku empty,IC-P-2009-000001,8700S09,
 1014780-23535015,gpsku empty,IC-P-2009-000001,8700S09,
 1014773-56509732,gpsku empty,IC-P-2009-000001,8700S09,
 1014772-56509732,gpsku empty,IC-P-2009-000012,8790S09,
 1020594-87332439,gpsku empty,IC-P-2006-000019,8705S06,
 1009346-77344786,gpsku empty,IC-P-2006-000014,8780S06,
 1014782-87438733,gpsku empty,IC-P-2009-000010,8750S09,
 1014784-38115344,gpsku empty,NY-P-2007-000008,8780SNY07,
 1014796-85751184,gpsku empty,NY-P-2007-000008,8780SNY07,
 1014786-92721622,gpsku empty,IC-P-2009-000003,8740S09,
 1014792-92721622,gpsku empty,IC-P-2009-000006,8755S09,
 1020621-69072105,gpsku empty,IC-P-2009-000016,8706S09,
 1031660-99059789,gpsku empty,CC-P-2006-000009,8756S06,
 1031664-89212568,gpsku empty,IC-P-2009-000014,8780S09,
1000262,gpsku empty,IC-P-2000-000013,8780S00,
 1009363-64631441,gpsku empty,IC-P-2006-000014,8780S06,
 1020644-35449405,gpsku empty,IC-P-1995-000002,8780S95,
 1020645-60204879,gpsku empty,IC-P-2009-000003,8740S09,
 1006178-44782631,gpsku empty,IC-P-2006-000002,8710S06,
 1020666-30139874,gpsku empty,IC-P-1996-000001,8730S96,
 1020720-26863095,gpsku empty,IC-P-2009-000002,8710S09,
 1003009-92570862,gpsku empty,IC-P-2003-000002,8710S03,
 1006183-92329772,gpsku empty,IC-P-2006-000001,8700S06,
 1009383-71259781,gpsku empty,IC-P-1999-000001,8700S99,
 1031744-91723833,gpsku empty,IC-P-2009-000002,8710S09,
1000264,gpsku empty,IC-P-2003-000015,8722S98,
1000265,gpsku empty,IC-P-2003-000015,8722S98,
1000263,gpsku empty,WI-2003-000001,8700SWI03,
 1014842-63626804,gpsku empty,IC-P-2009-000019,8705S09,
 1031765-65181917,gpsku empty,IC-P-2009-000019,8705S09,
 1031772-44385880,gpsku empty,IC-P-2006-000003,8740S06,
 1031773-95226467,gpsku empty,CC-P-2009-000010,8709S09,
1000266,gpsku empty,IC-P-2003-000006,8755S03,
 1003036-48373349,gpsku empty,IC-P-2003-000005,8730S03,
 1003030-18596143,gpsku empty,IC-P-1998-000001,8710S98,
 1003024-91250214,gpsku empty,SC-P-2003-000005,8730SSC06,
 1006209-45513985,gpsku empty,IC-P-1999-000001,8700S99,
 1020791-66722730,gpsku empty,NY-P-2007-000008,8780SNY07,
 1031830-51206073,gpsku empty,IC-P-2009-000005,8730S09,
1000267,gpsku empty,NC-P-2002-000006,8740SNC02,
1000268,gpsku empty,IC-P-2003-000005,8730S03,
 1009394-91011994,gpsku empty,NY-P-2007-000002,8700SNY07,
 1009395-91011994,gpsku empty,Ny-P-2007-000012,8708SNY07,
 1020804-89561689,gpsku empty,CA-P-2007-000002,8700SCA07,
 1020811-50666467,gpsku empty,IC-P-2009-000014,8780S09,
 1020829-72965060,gpsku empty,IC-P-2006-000002,8710S06,
 1020814-37956208,gpsku empty,IC-P-2009-000009,8796S09,
 1031851-71170106,gpsku empty,CA-P-2010-000009,8708SCA10,
1000269,gpsku empty,IC-P-2003-000001,8700S03,
1000270,gpsku empty,IC-P-2003-000001,8700S03,
 1020835-79249510,gpsku empty,IC-P-2006-000019,8705S06,
1000271,gpsku empty,IC-P-2003-000002,8710S03,
 1014911-42420248,gpsku empty,IC-P-2006-000005,8730S06,
 1014909-83943074,gpsku empty,OH-P-2006-000001,8710SOH06,
 1003059-31762333,gpsku empty,IC-P-2006-000001,8700S06,
 1003058-62902165,gpsku empty,IC-P-2003-000016,8722S03,
 1006227-11162141,gpsku empty,FL-P-2004-000001,8700SFL04,
 1006232-88466516,gpsku empty,OH-P-2005-000001,8700SOH07,
 1006231-47995336,gpsku empty,IC-P-1996-000002,8700S96,
 1009430-53975923,gpsku empty,IC-P-2006-000019,8705S06,
1000272,gpsku empty,IC-P-2003-000002,8710S03,
 1006247-92536892,gpsku empty,NC-P-2002-000006,8740SNC02,
 1009441-43212087,gpsku empty,IC-P-1996-000004,8750S96,
 1009433-49608757,gpsku empty,OH-P-2005-000001,8700SOH07,
 1009431-82612457,gpsku empty,IC-P-1995-000001,8710S95,
 1031935-94453703,gpsku empty,NY-P-2007-000002,8700SNY07,
 1003075-45721371,gpsku empty,IC-P-2006-000001,8700S06,
 1006260-92632040,gpsku empty,IC-P-2006-000001,8700S06,
 1014935-10784625,gpsku empty,IC-P-2006-000019,8705S06,
 1014938-39605519,gpsku empty,IC-P-2009-000003,8740S09,
 1020921-30817980,gpsku empty,IC-P-2009-000001,8700S09,
 1031963-47024803,gpsku empty,NY-P-2010-000004,8740SNY10,
 1003086-35196125,gpsku empty,IC-P-2003-000002,8710S03,
 1014957-12996946,gpsku empty,IC-P-2009-000002,8710S09,
 1020927-50532532,gpsku empty,CC-P-2006-000001,870S06,
 1032003-96036522,gpsku empty,IC-P-2006-000014,8780S06,
 1003098-71455385,gpsku empty,IC-P-2003-000016,8722S03,
 1009466-72330085,gpsku empty,IC-P-2006-000003,8740S06,
 1009453-27962424,gpsku empty,IC-P-1996-000003,8740S96,
 1014968-58393139,gpsku empty,IC-P-2006-000003,8740S06,
 1020979-59468215,gpsku empty,IC-P-2006-000004,8720S06,
 1020981-19347410,gpsku empty,IC-P-2006-000004,8720S06,
 1020966-35571041,gpsku empty,IC-P-2009-000016,8706S09,
 1032068-53045058,gpsku empty,CA-P-2010-000005,8740SCA10,
1000273,gpsku empty,IC-P-2003-000001,8700S03,
 1009483-13747528,gpsku empty,IC-P-2006-000002,8710S06,
 1009485-87870200,gpsku empty,NY-P-2007-000002,8700SNY07,
 1014978-54061914,gpsku empty,IC-P-2009-000001,8700S09,
 1021010-63542936,gpsku empty,IC-P-2009-000019,8705S09,
1000274,gpsku empty,IC-P-2003-000013,8798S03,
1000275,gpsku empty,IC-P-2003-000013,8798S03,
 1015001-39795820,gpsku empty,IC-P-2009-000001,8700S09,
 1015008-80291907,gpsku empty,OH-P-2006-000001,8710SOH06,
 1014999-36666407,gpsku empty,IC-P-2009-000003,8740S09,
 1021061-87778626,gpsku empty,CS-P-2003-000001,8723S03,
 1021040-92427775,gpsku empty,IC-P-2006-000004,8720S06,
 1032136-92982141,gpsku empty,IC-P-2003-000002,8710S03,
1000276,gpsku empty,IC-P-2000-000001,8700S00,
1000277,gpsku empty,IC-P-2000-000001,8700S00,
 1003108-65269869,gpsku empty,IC-P-1992-000001,8722S92,
 1015013-61115058,gpsku empty,IC-P-2009-000003,8740S09,
 1021067-22262105,gpsku empty,NC-P-2002-000008,8730SNC02,
1000278,gpsku empty,IC-P-2003-000014,8780S03,
 1003119-6940514,gpsku empty,IC-P-2003-000001,8700S03,
 1003114-26519360,gpsku empty,IC-P-1995-000001,8710S95,
 1006309-92001809,gpsku empty,IC-P-1996-000002,8700S96,
1000280,gpsku empty,KY-P-2002-000001,8710SKY02,
1000279,gpsku empty,IC-P-2000-000001,8700S00,
 1003139-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003140-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003134-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003136-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003133-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003132-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003131-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003137-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003138-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003135-96087296,gpsku empty,OH-P-2005-000004,8705SOH07,
 1003128-80739011,gpsku empty,IC-P-2000-000003,8740S00,
 1021102-96686488,gpsku empty,CC-P-2006-000001,870S06,
 1032198-85071163,gpsku empty,IC-P-2006-000002,8710S06,
1000281,gpsku empty,IC-P-2003-000009,8796S03,
 1003155-28761302,gpsku empty,FL-P-2004-000011,8705SFL04,
 1003159-72283026,gpsku empty,IC-P-2006-000002,8710S06,
 1006327-12705511,gpsku empty,IC-P-2006-000001,8700S06,
 1006321-28544332,gpsku empty,IC-P-2003-000015,8722S98,
 1006330-69563891,gpsku empty,IC-P-2006-000002,8710S06,
 1006332-69563891,gpsku empty,IC-P-2006-000002,8710S06,
 1015039-24455378,gpsku empty,IC-P-2009-000014,8780S09,
 1015038-27497126,gpsku empty,IC-P-2009-000014,8780S09,
 1015033-87550614,gpsku empty,IC-P-2003-000015,8722S98,
1000284,gpsku empty,IC-P-2000-000013,8780S00,
1000282,gpsku empty,IC-P-2003-000001,8700S03,
1000283,gpsku empty,IC-P-2003-000002,8710S03,
 1003162-85402298,gpsku empty,IC-P-2006-000001,8700S06,
 1009542-60311551,gpsku empty,CA-P-2007-000002,8700SCA07,
 1021146-98140228,gpsku empty,IC-P-1999-000002,8740S99,
 1032288-16260881,gpsku empty,IC-P-2009-000001,8700S09,
1000285,gpsku empty,IC-P-2000-000003,8740S00,
 1021180-50796314,gpsku empty,IC-P-1996-000003,8740S96,
 1032299-66803485,gpsku empty,IC-P-2006-000001,8700S06,
1000286,gpsku empty,IC-P-2003-000001,8700S03,
 1003184-24684426,gpsku empty,IC-P-2006-000002,8710S06,
 1003182-41353250,gpsku empty,IC-P-2006-000002,8710S06,
 1006344-84673463,gpsku empty,IC-P-2006-000001,8700S06,
 1006345-84673463,gpsku empty,IC-P-2006-000010,8750S06,
 1006349-72856975,gpsku empty,IC-P-1999-000001,8700S99,
 1006340-48505262,gpsku empty,IC-P-2006-000004,8720S06,
 1021228-38222867,gpsku empty,IC-P-2009-000014,8780S09,
 1032337-74748350,gpsku empty,IC-P-2006-000002,8710S06,
1000287,gpsku empty,IC-P-2003-000001,8700S03,
 1006361-92672017,gpsku empty,IC-P-2003-000016,8722S03,
 1032340-21203087,gpsku empty,IC-P-1996-000004,8750S96,
1000288,gpsku empty,IC-P-2003-000002,8710S03,
1000289,gpsku empty,IC-P-2003-000013,8798S03,
1000291,gpsku empty,IC-P-2003-000017,8705S03,
 1003194-63475959,gpsku empty,IC-P-2006-000001,8700S06,
 1032346-23592786,gpsku empty,IC-P-1996-000002,8700S96,
 1032349-21870586,gpsku empty,IC-P-2009-000019,8705S09,
 1032350-28925174,gpsku empty,CC-P-2009-000003,874S09,
 1032362-81294553,gpsku empty,IC-P-2009-000001,8700S09,
 1003204-69531652,gpsku empty,IC-P-1995-000001,8710S95,
 1006378-96601256,gpsku empty,IC-P-1996-000002,8700S96,
 1006382-48563607,gpsku empty,IC-P-2003-000016,8722S03,
 1009591-58894320,gpsku empty,IC-P-2006-000001,8700S06,
 1021260-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1021276-66784773,gpsku empty,IC-P-2009-000005,8730S09,
 1032394-91483708,gpsku empty,WI-2003-000001,8700SWI03,
 1032402-43515612,gpsku empty,NY-P-2010-000009,8780SNY10,
1000292,gpsku empty,IC-P-2003-000015,8722S98,
1000293,gpsku empty,IC-P-2003-000003,8740S03,
1000294,gpsku empty,IC-P-2003-000001,8700S03,
1000295,gpsku empty,IC-P-2003-000015,8722S98,
 1003217-85112419,gpsku empty,IC-P-2003-000004,8720S03,
 1015114-64418409,gpsku empty,IC-P-2009-000017,8707S09,
 1021310-81444081,gpsku empty,IC-P-2006-000001,8700S06,
 1021292-41941336,gpsku empty,IC-P-1996-000002,8700S96,
 1021307-21705651,gpsku empty,IC-P-2006-000003,8740S06,
 1032432-54526787,gpsku empty,IC-P-2009-000003,8740S09,
 1032446-58186396,gpsku empty,CC-P-2009-000010,8709S09,
1000296,gpsku empty,IC-P-2000-000005,8730S00,
 1009598-43846817,gpsku empty,IC-P-2003-000016,8722S03,
 1015125-71230625,gpsku empty,IC-P-2003-000016,8722S03,
 1015120-50995097,gpsku empty,IC-P-1995-000002,8780S95,
 1015132-59875514,gpsku empty,CC-P-2006-000001,870S06,
 1032471-46404740,gpsku empty,OH-P-2005-000001,8700SOH07,
 1032496-76502083,gpsku empty,CC-P-2009-000010,8709S09,
 1009608-30617125,gpsku empty,CA-P-2007-000009,8708SCA07,
 1009605-15705616,gpsku empty,NY-P-2007-000002,8700SNY07,
 1015150-93740862,gpsku empty,IC-P-2009-000010,8750S09,
 1015157-61035629,gpsku empty,CA-P-2007-000008,8705SCA07,
 1015152-47507607,gpsku empty,IC-P-2009-000001,8700S09,
 1021354-18325155,gpsku empty,IC-P-1996-000002,8700S96,
 1032540-11230170,gpsku empty,IC-P-1996-000002,8700S96,
 1006413-83576099,gpsku empty,IC-P-2006-000003,8740S06,
 1009627-61149979,gpsku empty,IC-P-2006-000001,8700S06,
 1015171-40893656,gpsku empty,IC-P-2009-000010,8750S09,
 1003241-20164186,gpsku empty,IC-P-2006-000019,8705S06,
 1009634-63569931,gpsku empty,IC-P-2003-000014,8780S03,
 1015179-35753609,gpsku empty,IC-P-1996-000002,8700S96,
 1032559-89677485,gpsku empty,IC-P-2009-000002,8710S09,
1000297,gpsku empty,IC-P-2000-000001,8700S00,
 1003252-22473133,gpsku empty,WI-2003-000001,8700SWI03,
 1003249-412860,gpsku empty,IC-P-2000-000014,8705S00,
 1032583-96758197,gpsku empty,IC-P-2009-000001,8700S09,
1000299,gpsku empty,IC-P-2003-000010,8750S03,
1000298,gpsku empty,IC-P-2003-000001,8700S03,
1000300,gpsku empty,IC-P-2003-000015,8722S98,
 1003255-22373460,gpsku empty,IC-P-2006-000019,8705S06,
 1006442-70201624,gpsku empty,IC-P-1999-000001,8700S99,
